0:d2e910a9deb506b4c45dd0db466f60a4b3c7984bd2ec27ed27433c1d056cc6ac,11508421551380
0:be1c10c69bb3d755a24dfcc04f54133560f765f6913c89d10640de20a62777bb,2665971876149
0:d38e9ee2bbd975bb7c8f1e68c5ea3c2fb514e34073d2efbc0d296a2b439a3cc2,2398709037551
0:b2475c0716d754fba88eb28e12b45e6f636729f96270aebb859730af86182cf4,1931216878387
0:ef5cf0caa4165bf6b37d75f8d73b83c85ba9d536bbea11147cf3d3f982b35e38,1818462086011
0:653d1db4e667512bf00cf50da5783d4bf38ba64726e6e8b4d9db3c1411dc0418,1662913677660
0:387d5ff0604700a4edf8c5e3321e1d3bda280030139bc82510a5bc712f894321,1190245715568
0:2e6d5fcecfcdd36c748de15d1dd7102728b528a3538582aa5a093e6088d79e28,1172553556539
0:9de6407a9a99458c80b1153bbc2c1abfa54785a9cc552bf21b075b4d47c660ea,1002988697863
0:4b787fe6a7bf0fb7e99ebd87f11634b661e425d8c8e535113d8164954439d1a9,879226920600
0:eb50a2d0be791be2220bf03acd256e97338e78cd386f368b4328b557d50379f7,740831350075
0:ac41e273b1930b24cacdd44c73dbddc19bdb6aacfa900f7c1ef729df85b553d4,709893739025
0:a39e9fd8d57064f56725b8ff13878ae65b827ff340da8e4839494e3532d10fbf,692734677810
0:a06d8d38ab343d2ecf41441ade6b9f40a22ac80562f4c0eec33c21298fcd12c7,638371425012
0:76df3eec47f8dfc46d29605d48256c1be64cf6023217cc4a60894d90831ab31e,586395038615
0:9c3f659078e738a11ac27446bf81858b8118b26255c69c814772edb95fb940c9,581806249389
0:57c251e81484a64874aa151107da7f9e92bcd0d8a2b4b94d925564db58b14ab7,539534017554
0:67db7c058c0878cfa76f53db97e826c205efc11ad21039812e2a08364a9a9554,499297610716
0:3d2d21d18022b2c25709a7a643e9ab4b0a392798ba079213849407e9dc819389,453674540220
0:c3d31962559221b20c8ef73ffa4917f67638b3f168ed1c9099850269bbea2916,426326200440
0:0e7ebac7bdfcec9edb511113774c75e8c4949d2c5ab2b903837bd2ff04128d68,373162597997
0:6d269827b1f26003cc93cb81e97abdc05cfb39be79587d3a52c3d1b874f15f39,365710380846
0:deb918bd1621288605c0f8af4acb594dd0181e6680d65148a05fac9489b052be,335867850091
0:9ae64d7d46881a1e363e2b3f192ebaa2c1d1b03720d160e5fdfeb6466db3bafe,326735564956
0:764e825c996e3eea3b7f7162741331de0d7375afa64440d437f8cba120dea429,325478933372
0:9b06ceafb020a8f164207b6cc88bdc2d9e9ef508ed7faba8af73ecf3f50186db,313725980089
0:633dfcc4093a62c64903651e35aaa48d21524d1bc193393518c396f12e1654de,285036938895
0:de364b2ebc86bd2d7cd2d7ac5b17d5c55e2335400e54b2984b66aad5c87188bc,277913299699
0:da1ab7899599162979d5b6e456207ac0c5e84673a1afdf89b6752c7d36f5c0df,273555578267
0:ec1f4f9541dfeeeaf12834215f6dbbec4d5265f31151b3b21767ae3231f91a74,265147664801
0:df2808cda59284706e3ba7b10b03d579262a8338423fcaa9ed4addc24bed99e4,259277273889
0:311fe8e7bfeb6a2622aaba02c21569ac1e6f01c81c33f2623e5d8f1a5ba232d7,255141404096
0:90c3739510d74bbacc2b2c651db39b7585955ac53d257d61f17f40a65c0af895,245737695398
0:17bbc658691fa453fe13e013fc3d04b83dee34e75e9b5d89e9b7000153267cee,227532691338
0:0d5175db85735b20e33fbbd95b5d1fa31efa063c42a7910842ae1d3c16e0d9b0,223293438374
0:1906afd17f69b4d96291c3f1a731fd9a252f1f1d4fb4cabdb89120fd6e10de9f,213775615897
0:fdb71cb49be80cd69cb8ef456c95d611f7292dcb78388744d99f4976607befee,199955929274
0:5c684f9e9c84e8c30ebb36dd3e2df8e4ff184fb417627fe78c3fc2343841513f,196763170528
0:fdbc0c8ac30050ac2d3166ce714e3ca3a4641fe251a33751c037d88bbd514d49,195679367114
0:796785a952fbafb61083af2aad9e1287c7c32b293e7b3f98f7f1028065bc604a,175752717742
0:6bdd1186be705ac83f5567e1f22294ed9795cdfc0f13fce14c53d91f7df29fc3,173494859210
0:f283fc22a35dff1156b16c2800fd19f564a13111ee7dfff8d7a21744cff93dcb,161413127570
0:55b25e769ca5a5953de9684e6fa2556544a62399f403b32b8c81cfd35980e290,161173200399
0:91b79dea59c94baf4858ca31910f93dbdf24cf9c115950cb2bd681afea20501c,158936870746
0:fe763aeba33408c82e9e472b2356b49288730ac8b9d814dbdf29883b2b2ba38a,152654108243
0:a025f8c60298568b6c3e662af90fb1bbdc6c9069d4bb81198369d151018d25b7,149740245428
0:8fa922f9198f6f710945a77deb6e8b43204ea814d12498e52db8876c6fa8c8de,149675856524
0:602851d9b8a150f7c706e75269be4bfdd784cf90a344621ed48422832d8c43b5,145356460843
0:cdf498d1d67acba43493343390929806a7a2b89e5c48504621bd3ad11607be3a,144641928488
0:70247cdb7c4729b3a1540bd6b34911bedd96e48a1a4f9078d9839f55faaf3579,142547541676
0:7ca709314bef909229006886f92fae155d240b084fd426894ece64a08c14fb4c,141913891306
0:d797328aeb23fd984e4bf7c2edf7681152b1cd6f80bb3dc9014b825978860484,138341422797
0:f5a8084aceaeff053956ed451db0b0581b650cf59eaf26cdcb17caa0f448a16b,137952569935
0:e48daecc5bede9257f406622158ce0c3fc51f53d69017d387196fb1d05242303,137717312792
0:11c9f71a398d21f1802980206279130de328ee6498715d9b4bcc9843306cb377,133284844643
0:c2c8764e308b9faf3efe96739605b6dbfc1b092bfe0ede87edc551c86ba4ec90,131674329260
0:98984f0e3cc529def49b4da8245249f81896dfc1d9f90188bf230836b74920e6,129761225287
0:4007d1f2393a6821dc8527842da4f345d2d5e85bf644c7a9ecce1971d35160f2,127226799171
0:5ca09add4fc6a76c2683f94fbc3bd4dc429afce269d08cc75b2a254570ecf97c,125902299016
0:5a35a48e5a28ad24ddcc48a4dff5f8f5f82c7c38eabb3789c9ef1a5c1dd7e4c9,125239383656
0:5400fd52119d381800507e4d0f138df9f53ae69898cc7207a61a3713a80d3612,125156605110
0:aec850a35664b4c9ba3ac936ad19214cdc1350b86301f5f5d9e0159e282b7c7d,123925116624
0:08f3166dde60ba55680e56a78157aab38b4c14960484b38d090a0393943d74fe,121389204218
0:0ea610c835b4fd0ec127dd1b543b700cb6af4becdf2d55d615e75f18da045752,116918691931
0:9adfb81ccdc5cba74d1b90fdde035b71693c17e93cb31ada304ae1e2170a1b9a,111982683739
0:4873e499c888e65fdb101466b8a348064fd573892255ba4a59f22564ad10005d,104347371984
0:ff44d4df1cea6bb161f33b71783da1cb7fc3a169d8acf0e4e9d3b917ed334836,96701353652
0:8a79ce616b3b9e330ab3bbe560ac22527b5fc6f210750b2f257a1b71a729ead0,96579343433
0:216455f38e1ee758dda13ac4df93400659d9e20a755f98606a0f9ce15648f976,93266999710
0:a921453472366b7feeec15323a96b5dcf17197c88dc0d4578dfa52900b8a33cb,90911802078
0:795c2e938e5976654f66ecc54e5dda96c5c2edd2d2dff6648bdb26bdd086ad21,88138223173
0:3332fc786b808505c680dec446a6c17cf36e52c9e60cd251ff4302cfcd720038,84617944573
0:4e5c19ae86387d21fa5184ba6afadb7ff13701b7061ad3ba88e153fef8dd1c11,82433809909
0:76f55041d3e56f9c633169129feb00c1158f65eaf609613977e40d25bfc54c96,79034541341
0:a38b6c30e2cb26c94088a2b2aca092fbb0de9801f888d1a3dda9bd3992cd452a,77823651053
0:f9a7cfff210e73caba0ae296428494fa09409ff9d75e7945a8e1a911bce219f7,76462782843
0:f370b05a64194e780669c4cef3cf9cb86b7e20a727a6609563136496a51f7858,75078938545
0:eb9177da8e9cbbc40f8ec5e97d8c21c62463abefc5c2485dffdfa3eecd00e716,74369770437
0:51790e633cbf0cbbd641e938a96c8bca53ed5e962945d34f2fc326caf5349a72,74100593261
0:384d5e1e99eb45ab373f37d58ad6b6d17a3b9e98b81d1306d33565f3b46faa2a,73451354453
0:91d3ed4f0e3005a1d019405ee3acf56c2cf5ddaeca9062993b32ecb4e25157ec,72235997636
0:8c0728cd29321d3e00552032af88365899d3e900169d0a87ff8180b15d4ccdac,70359146086
0:9b435a6aaa0ee37296445bfb115dc89ee36a4803b24702c2424dfc718987b64b,68508836710
0:4b00b34f5f4887609ba4b23ffe9658c2917f793647af48d1642bf214c9367102,68193990160
0:3a8fd0dbd42048de97911df23a8e4703d4118757b5b6d033f745521d8f452268,66350733600
0:be56bd45bc754c9c831dee5db634906cbcb154eaf0f9a2db36c80dfedc2ffaff,64902628372
0:5903bbc024795190f272cd5975c62dcbf470d594c39d747d0a92080839720282,62474889884
0:46dd397aaf790ebe06f802112734451263de9ac53c25f03b6d6168c8c1eb1993,58392635591
0:1f4cd0f049f89dbca05c3fa10854d7d6971e6b54a68dbb2eb1126ce185ec3305,58357551026
0:e366b613eb50f26a8dbf1c3a3c7873a839a7711cc1ae97234243ecdd89c1198c,56571816584
0:67c40af5fbf875ac0ed00d45bca708855d53e4cd2999e3688b25c109cc668d71,56451462146
0:a80bc3541b81aa1016a23dcd1d9ea4683378e7a006be6278efa1ad147ec54a1b,56107133192
0:85b4d86e8d98e78f849174eb60a066fb5148a0d8efe2ca38477e2d1767b46624,56056888971
0:6dde074ca1666b4ad7adfc1079ae20f76c6cfbb215cc6fa2dbf6240dbf567b90,56025039165
0:54aef4c23bc7316173e5e034dbbf45bdcd6eb4a75de434e65eebf952ea44c61e,54916928044
0:638cbb4b5861bb3d9af4a6beac09e826df4f04f02fc217f776ce6bbaa1937a74,54773739815
0:ee6a11bd93be61562599ba58a3122e02399099c8c2b1d344c7c78ca86cf2ce43,53477994766
0:31480f18619443c6db1f95215cb23b756d3beda9b215fe2caa9485c15fc6b8c3,53056390377
0:d6d84a7f26d667d3bddb690f4d6e70c67b186f3630648ad4089e4ae3b418c6e0,52118654891
0:7c1c880c029e1a30104e024beed82e6c066c9bc6f4b137db34338845662a8724,50040799872
0:113991ab3684f0212e36e20a2f9e42574b8e8ae3980ae01ee7cef7cd90c12955,49981508010
0:57326927eecfe7cb29028b8a9182cbd9a8f5b29d132fd4bde185cbbd629e2240,49264640808
0:c91ae4e7d395f41d156e520d0b86a449a2cd8a65f0391bfc84f347f55dcfc97b,49232463270
0:761dafd6743baef61016c3d3a6bbca6e2bd76e25f1e2717493d33140dfcd9a0f,48592669928
0:4f9cd3284cf54aa5e6d3be86a7dc13d02fde6b6d75bc6d0910205497a2b160cf,47113206737
0:b45a42e0993b067102fa734849cf669dc30f96f4f330e61a801ac4ce6479480e,44847755526
0:3e7df6697dbd2d843d36869a16e9fed823d0aaf8aba00042a0e3e0b3e89ec95a,42965264473
0:c60111c3dbc7bf034f3d3a6c167a79eec245b84322f92e94bdedbfcf7475794c,41882135982
