0:f9d1a17a1a77c9f4b3a1b40a0b06ed63387e6f994c6719cc9b7ceb7e99cd6bdb,41729466803
0:e4c6315e348607b2a2aac7dd9503561b5c9ee348577da8dfd0e4ff4b7357897e,39278439795
0:149ce19e138ddb8f08f4658b7e6f0eb63e8c0c781f9f390f5d786bf5fdffb879,38667782323
0:0a75c8fa5a9efa817eda3fcd51717d9690cc7ec989881fecb73616f249b8fbce,38598094982
0:e77196ca3492ef8ff5d3532de07587a25cb49762b68d1ef2772fc32e16e482ee,38398848721
0:a0e0bd777db64de510301bdd3b701c79a05fc88f298e792739322ce4addcfa55,37415222608
0:d5c82ce82b8c9b4940def9e3491371d7585b91a69d22b28f506df988f402d61c,37194298685
0:410724ee0ca5901373c3159d060b4fdc11b279a23230368dde5fa1431803cb62,36305896146
0:b8b45a10614f0a6ecc797db6ae33631302a9865c91511107ed09d94b1a2ab8db,36036627154
0:8c7f644dcd66284248952b7d84f68a9986c30c868fabfab97f0ba0a86becf24c,35982155956
0:b86978a414dd5d48f276cb23d2bfdb0c95675980c9d7ff482e8c7d880d955fed,35695954762
0:f665959ae9566a5fa533c06a36d09f58339ddd126091767e51717a0b1e743173,35291103131
0:baf83517637b9a4e20fe6ba20cac164626ede0c6a67e7b2ecc11a9921d09503e,35076474446
0:4766806fa53dceea4e1517ee76110973be6229f6ea22f7862fe50675fbdcc5bf,35056945542
0:3984130b2886189f117d5476ab63e49b895d730aab1dfd43c2ca74dea89de3f5,34796880664
0:ecae85cc33a79c4ebf9d0a8e9770a4d4c29293984e595de8d3498a92d292f651,34402825980
0:f6699e19e102fcd6e66dd8669ae33911f71bfb3063b3be6c9ee5fb34a9d55987,34028969305
0:f28487981f038b8cbb2cdd0a36cfc8f0ffb6c1d3023ac299bcd38d851b64f930,33818629664
0:0e86eaa9b74a837c0fb85021acb6c28c92d1f636dba1a6c4c1a29b002af51dd1,33619822427
0:cbd090198d22e4b1a77227ba2bff58a05a32049ef2908aebfb461cacd6a474c8,33341756428
0:9fbff0b6cc94caa68ede30df127e183faa9afa4a65c7c224f2de74c871fc3053,33059147698
0:c47bc8be91e92cf848508a1739120237915feb98c254cd00e854480c6a50d37d,32932444076
0:cec1fca0a45992f521b9b3000720f3bfd7bb0a52d76f93581e93c7d2e8154daf,32459891391
0:f1d890e000b0ebe25657938e393055be2734ecae09a63d0fb1ef241efac0c2e4,32374962124
0:893d27bb9717bfdff7c5b31ca3c7e9338f6d23d05b3adac14b726bb4281f5e59,32356948750
0:d76ad080252d1405497e06089b9dd2656e60ab9b83dbd743b36e7154a829568b,31235166521
0:fa94171cb0565789224814561cc558e59315971ee9d03085de3dcb5f8b94d95e,30885281784
0:4b64c24956245b7843280fb7202e26a602b06851af42936c0633d6d48cd26d18,30544363460
0:6311c6e1dfebc0dfc564caa64e817c6ca9cc1e5c665a7f595671106899c8eb8c,30306330313
0:60eb844659f24bcd9cf4a16c0d131eec9fc0520ec28ef9052aa7471b8dd64ece,28984652636
0:b37f08b538d6a134d8503fcb138ed133deda658dec54a5d3c17d72c86b070e4d,28338389615
0:4049be6712119bffa04fedcf9ee5cfcf213e434f7f3722dffbd1fb958102f59c,26371240532
0:c6cb9af8f0bd799556d076456231c27837c5b469ff0c12265f82137a7ec93ccf,25494590951
0:a0a316eb80e54dce068d00262e9e875f816f39c3de152c86079b58229bd68b03,25484391957
0:8c73f2c73813e65a63634a70a6d87f17c257a79414c8c8dc51013be52185b003,25446243728
0:3143175af6c606d5aaac226164dd8ac75248e2f2b6e92f7030d8df1ac450efa8,24278904122
0:408219e7803208077e9ac263fcc991e68cac42e55eb45299b00b22d047da2ea9,23857677331
0:9e63b57e9062aac07017108265e5575cf8ea030a6cc6d68148cee8bff9e14790,23558579193
0:c94e4d6304688e1d01c7e11f8fbef3aeb2ecf5cbe5d3d2a1ccf5556b2bf8f7cc,23216857350
0:9b6765ac14d17564cb8958d8a268d6ac24326470679d9456749f658ea532a9cf,23118805150
0:5b54e0aef2f9cfc2ebf2c792a91120085041596a922abc02ea73dac487d21f7f,22768170477
0:6077d4cdc66a4384aace3ad0c529eb6823d81113f556a12e609cebbdf686b4d8,22744850168
0:5afb7866a8ef6975f944deebe6621e2a5432a9486203c9874c860ed5c9627f19,22341524647
